,date,tweet_processed,tweet,ZLabel,favorites,geo,hashtags,id,mentions,new,permalink,retweets,username,Lang,Tweet text processed,pred,pred_raw
225,13-11-2019 17:26,"why #oddeven ? nothing is more important than health. declare health emergency, declare holiday for govt offices, banks and schools. tell people to stay indoors. stop all polluting vehicles and 2 wheelers in and around delhi. exceptional conditions requires exceptional decision.","Why # OddEven ? Nothing is more important than health. Declare Health emergency, declare holiday for govt offices, Banks and schools. Tell people to stay indoors. Stop all polluting vehicles and 2 wheelers in and around Delhi. Exceptional conditions requires exceptional decision.",0,1.0,,#,1.19e+18,,True,https://twitter.com/mukeshxl/status/1194584788977348608,0.0,mukeshxl,en,"why #oddeven ? nothing is more important than health. declare health emergency, declare holiday for govt offices, banks and schools. tell people to stay indoors. stop all polluting vehicles and 2 wheelers in and around delhi. exceptional conditions requires exceptional decision.",-1,0.9963927865028381
229,07-11-2019 12:01,"need to go to hospital with a patient, is odd even applicable? #oddeven #odd_even","Need to go to hospital with a patient, is Odd even applicable? @ ArvindKejriwal # OddEven # Odd_Even",0,0.0,,# #,1.19e+18,@,,https://twitter.com/parmaramritesh/status/1192328828112125953,0.0,parmaramritesh,en,"need to go to hospital with a patient, is odd even applicable? #oddeven #odd_even",0,0.9996042847633362
231,05-11-2019 8:01,vijay goel is negative person. driving orange coloured diesel suv when while delhi is doing #oddeven and avoiding driving private vehicles . does delhi deserve such leaders ??,Vijay goel is negative person. Driving orange coloured diesel SUV when while delhi is doing # OddEven and avoiding driving private vehicles . Does Delhi deserve such leaders ??,0,1.0,,#,1.19e+18,,,https://twitter.com/vikrameffects/status/1191543625814949888,0.0,vikrameffects,en,vijay goel is negative person. driving orange coloured diesel suv when while delhi is doing #oddeven and avoiding driving private vehicles . does delhi deserve such leaders ??,-1,0.9984824061393738
232,05-11-2019 8:00,millets can be a solution to delhi’s pollution crisis : a recent article in suggests short season crop like millets can be a real solution to burning paddy stubble due to the lack of time between growing seasons #oddeven #delhipollution …,Millets can be a Solution to Delhi’s Pollution Crisis : A recent article in @ HindustanTimes suggests short season crop like millets can be a real solution to burning paddy stubble due to the lack of time between growing seasons # OddEven # DelhiPollutionhttps://www.hindustantimes.com/analysis/there-are-solutions-to-delhi-s-pollution-crisis/story-lldBqEeezpygBQ8eyTTDSP.html …,0,0.0,,# #,1.19e+18,@,,https://twitter.com/SmartFoodGlobal/status/1191543212424470529,1.0,SmartFoodGlobal,en,millets can be a solution to delhi’s pollution crisis : a recent article in suggests short season crop like millets can be a real solution to burning paddy stubble due to the lack of time between growing seasons #oddeven #delhipollution …,0,0.9990906715393066
237,05-11-2019 9:53,"kejriwal is very very odd, even when you look at him in a kind way. #oddeven","Kejriwal is very very odd, even when you look at him in a kind way. # OddEven",0,12.0,,#,1.19e+18,,,https://twitter.com/shals2u/status/1191571815291707392,0.0,shals2u,en,"kejriwal is very very odd, even when you look at him in a kind way. #oddeven",1,0.9940305352210999
240,04-11-2019 21:12,is it time for an 'all india drive' against #pollution now? #oddevenscheme good enough? time for stricter legislation? what do you think? #delhiairemergency #delhincrpollution #oddeven …,Is it time for an 'All India Drive' against # pollution now? # oddevenscheme good enough? Time for stricter legislation? What do you think? # DelhiAirEmergency # DelhiNCRPollution # OddEven https://twitter.com/nijunction/status/1191345440563683328 …,0,24.0,,# # # # #,1.19e+18,,,https://twitter.com/DeeptiSachdeva_/status/1191380260014546944,5.0,DeeptiSachdeva_,en,is it time for an 'all india drive' against #pollution now? #oddevenscheme good enough? time for stricter legislation? what do you think? #delhiairemergency #delhincrpollution #oddeven …,0,0.9996170997619629
241,04-11-2019 20:07,"dear govt diwali is 2 day fstvl for #fireworks it's not the only rspnsbl for 1k+ aqi, you nvr prepare for it. you jst leave evrthng on awrns, u nvr tk any actn srsly. don't just blame any one religion. #oddeven #bjpagainstcleanair #yamuna #letsuniteagainstpollution #airquality","Dear Govt Diwali is 2 day fstvl for # fireworks It's not the only rspnsbl for 1k+ AQI, you nvr prepare for it. You jst leave evrthng on awrns, u nvr tk any actn srsly. Don't just blame any one religion. # OddEven # BJPAgainstCleanAir # Yamuna # LetsUniteAgainstPollution # AirQuality",0,0.0,,# # # # # #,1.19e+18,,,https://twitter.com/officialparasb/status/1191363802815696901,0.0,officialparasb,en,"dear govt diwali is 2 day fstvl for #fireworks it's not the only rspnsbl for 1k+ aqi, you nvr prepare for it. you jst leave evrthng on awrns, u nvr tk any actn srsly. don't just blame any one religion. #oddeven #bjpagainstcleanair #yamuna #letsuniteagainstpollution #airquality",1,0.9978049397468567
255,04-11-2019 18:25,"the number of registered electric vehicles in delhi is less than 1,000 and are less polluting by: bhavya kaushal #pollution #electric vehicle #oddeven","The number of registered electric vehicles in Delhi is less than 1,000 and are less polluting https://www.entrepreneur.com/article/341779  By: Bhavya Kaushal # pollution # electric vehicle # oddeven",0,2.0,,# # #,1.19e+18,,,https://twitter.com/EntrepreneurIND/status/1191338194635280384,0.0,EntrepreneurIND,en,"the number of registered electric vehicles in delhi is less than 1,000 and are less polluting by: bhavya kaushal #pollution #electric vehicle #oddeven",0,0.9957879185676575
261,04-11-2019 18:14,what a blunder 1st says : my friend own even number car and i own odd number car and then says : on odd day we take his (friend) car and on even day take my car #ultapulta and this advertisement is running all over places #delhincrpollution #oddeven …,What a Blunder 1st says : My Friend own EVEN number car and I own ODD number car And Then says : On ODD day we take his (friend) car and on EVEN day take my car # UltaPulta And this Advertisement is running all over places # DelhiNCRPollution # OddEven https://twitter.com/AamAadmiParty/status/1191207531034472448 …,0,3.0,,# # #,1.19e+18,,,https://twitter.com/naveen178/status/1191335373667852288,1.0,naveen178,en,what a blunder 1st says : my friend own even number car and i own odd number car and then says : on odd day we take his (friend) car and on even day take my car #ultapulta and this advertisement is running all over places #delhincrpollution #oddeven …,-1,0.9994331002235413
266,04-11-2019 15:24,"#supremecourt which asks how will it help if people use auto-rickshaws & taxis more to travel. what's the purpose? what's the objective of #oddeven? can it really help,"" asks sc, as it seeks a report from the #delhi govt #delhiairemergency""","# SupremeCourt which asks how will it help if people use auto-rickshaws & taxis more to travel. What's the purpose? What's the objective of # OddEven? Can it really help,"" asks SC, as it seeks a report from the # Delhi Govt @ ArvindKejriwal # DelhiAirEmergency""",0,1.0,,# # # #,1.19e+18,@,,https://twitter.com/ashishsharma_56/status/1191292563329650688,1.0,ashishsharma_56,en,"#supremecourt which asks how will it help if people use auto-rickshaws & taxis more to travel. what's the purpose? what's the objective of #oddeven? can it really help,"" asks sc, as it seeks a report from the #delhi govt #delhiairemergency""",0,0.9997449517250061
274,08-11-2019 19:36,with complete disdain to the woes of #dilliwalahs and their leaders want to ridicule and not cooperate with #oddeven experiment which at least is an honest try! #delhichokes …,With complete disdain to the woes of # Dilliwalahs And their leaders want to ridicule and not cooperate with # OddEven experiment which at least is an honest try! # DelhiChokeshttps://twitter.com/AtishiAAP/status/1192617208800657408 …,0,0.0,,# # #,1.19e+18,,True,https://twitter.com/stateofdelhi/status/1192805714365796352,0.0,stateofdelhi,en,with complete disdain to the woes of #dilliwalahs and their leaders want to ridicule and not cooperate with #oddeven experiment which at least is an honest try! #delhichokes …,1,0.9950324296951294
279,04-11-2019 13:32,#bharatiyajanataparty leader #vijaygoel drew a lot of flak for violating the #oddeven implemented by the #kejriwal government in order to control #pollution …,# BharatiyaJanataParty leader # VijayGoel drew a lot of flak for violating the # OddEven implemented by the # Kejriwal government in order to control # pollutionhttps://www.nationalheraldindia.com/india/twitterati-slam-bjp-leader-piyush-goyal-for-violating-odd-even-scheme …,0,1.0,,# # # # #,1.19e+18,,,https://twitter.com/24x7Politics/status/1191264478236725248,0.0,24x7Politics,en,#bharatiyajanataparty leader #vijaygoel drew a lot of flak for violating the #oddeven implemented by the #kejriwal government in order to control #pollution …,-1,0.999599039554596
302,04-11-2019 12:00,"don't know about pollution, but people of delhi will become champion in identifying odd/even numbers #oddevendobara #oddeven","Don't know about pollution, but people of Delhi will become champion in identifying odd/even numbers # oddevendobara # oddeven",0,0.0,,# #,1.19e+18,,,https://twitter.com/bhat_rajni/status/1191241300063981568,0.0,bhat_rajni,en,"don't know about pollution, but people of delhi will become champion in identifying odd/even numbers #oddevendobara #oddeven",0,0.9990746974945068
303,13-11-2019 22:20,how many of you agree with the thought of #planting 67000 #trees in the campus of #rammandir alongwith the huge #ramtemple ?? ##nitaambani #delhiairemergency #gazaunderattack #oddeven #maharashtragovtformation #modi,How many of you agree with the thought of # planting 67000 # trees in the campus of # RamMandir alongwith the huge # RamTemple ?? # # NitaAmbani # DelhiAirEmergency # GazaUnderAttack # OddEven # MaharashtraGovtFormation # Modi @ ishafoundation @ SadhguruJV @ UNinIndia @ BJP4India,0,0.0,,# # # # # # # # # # #,1.19e+18,@ @ @ @,,https://twitter.com/iamsiddrajput/status/1194658815037149187,0.0,iamsiddrajput,en,how many of you agree with the thought of #planting 67000 #trees in the campus of #rammandir alongwith the huge #ramtemple ?? ##nitaambani #delhiairemergency #gazaunderattack #oddeven #maharashtragovtformation #modi,0,0.9993557333946228
310,04-11-2019 14:10,"as odd-even comes into action, delhi deputy chief minister cycles to work via #delhiairemergency #oddeven","As odd-even comes into action, Delhi deputy chief minister @ msisodia cycles to work http://toi.in/7_-chY/a24gk  via @ TOIDelhi # DelhiAirEmergency # OddEven",0,23.0,,# #,1.19e+18,@ @,,https://twitter.com/timesofindia/status/1191273878997237762,4.0,timesofindia,en,"as odd-even comes into action, delhi deputy chief minister cycles to work via #delhiairemergency #oddeven",0,0.99962317943573
319,04-11-2019 11:37,#delhi cm #arvindkejriwal speaks to the media over the #oddeven rule that has been kicked off today. listen in! #pollution #airquality #delhiairemergency #delhipollution #delhismog,# Delhi CM # ArvindKejriwal speaks to the media over the # OddEven rule that has been kicked off today. Listen in! @ ArvindKejriwal # Pollution # AirQuality # DelhiAirEmergency # DelhiPollution # DelhiSmogpic.twitter.com/aq3iwwORaA,0,8.0,,# # # # # # # #,1.19e+18,@,,https://twitter.com/ETNOWlive/status/1191235557323497472,3.0,ETNOWlive,en,#delhi cm #arvindkejriwal speaks to the media over the #oddeven rule that has been kicked off today. listen in! #pollution #airquality #delhiairemergency #delhipollution #delhismog,0,0.9996356964111328
323,02-11-2019 18:49,#oddeven how does exemption rule on kids in school uniform get applied? after dropping a kid to school how will the car driver return without getting fined? unless a rich kid keeps the car waiting all day which makes this a rich friendly rule.,# OddEven how does exemption rule on kids in school uniform get applied? After dropping a kid to school how will the car driver return without getting fined? Unless a rich kid keeps the car waiting all day which makes this a rich friendly rule. @ kgahlot @ ArvindKejriwal,0,0.0,,#,1.19e+18,@ @,,https://twitter.com/addytudes/status/1190619382872829952,0.0,addytudes,,#oddeven how does exemption rule on kids in school uniform get applied? after dropping a kid to school how will the car driver return without getting fined? unless a rich kid keeps the car waiting all day which makes this a rich friendly rule.,0,0.9995701909065247
